ID,RA,Dec,ID_Simbad
Dutra-Cl_Bica_51,17 49 28.000,-31 15 00.000,
[KPS2012]_MWSC_2378,16 17 26.000,-31 12 00.000,[KPS2012]_MWSC_2378
C_0725-310,07 26 56.000,-31 09 18.000,C_0725-310
C_0800-309,08 02 16.800,-31 04 26.400,C_0800-309
[FSR2007]_1769,17 04 55.000,-31 02 42.000,[FSR2007]_1769
C_0712-310,07 13 56.400,-30 45 28.800,C_0712-310
C_0737-308,07 39 36.000,-30 55 58.800,C_0737-308
ESO_435-17,09 58 46.000,-30 54 30.000,ESO_435-17
ESO_426-26,06 36 18.000,-30 51 54.000,ESO_426-26
C_0801-307,08 03 29.280,-30 52 22.800,C_0801-307
ESO_430-18,08 07 03.000,-30 50 06.000,ESO_430-18
Cl_Haffner_26,08 15 38.640,-30 51 03.600,Cl_Haffner_26
[FSR2007]_1336,07 59 28.000,-30 43 30.000,[FSR2007]_1336
ESO_429-13,07 41 08.000,-30 43 12.000,ESO_429-13
[KPS2012]_MWSC_1416,08 01 43.000,-30 42 36.000,[KPS2012]_MWSC_1416
C_0801-305,08 03 35.000,-30 39 36.000,C_0801-305
[KPS2012]_MWSC_4228,15 54 32.000,-30 39 36.000,[KPS2012]_MWSC_4228
NGC_2567,08 18 34.800,-30 37 51.600,NGC_2567
[KPS2012]_MWSC_4286,16 41 33.000,-30 32 06.000,[KPS2012]_MWSC_4286
NGC_6480,17 54 34.000,-30 26 30.000,
[KPS2012]_MWSC_5293,15 30 17.000,-30 26 24.000,
C_0754-302,07 56 14.640,-30 22 08.400,C_0754-302
ESO_461-38,20 04 53.000,-30 21 18.000,ESO_461-38
[KPS2012]_MWSC_4212,15 33 11.000,-30 20 06.000,[KPS2012]_MWSC_4212
C_0758-301,08 00 23.000,-30 18 18.000,C_0758-301
NGC_2580,08 21 29.040,-30 18 21.600,NGC_2580
[KPS2012]_MWSC_4475,19 08 10.000,-30 13 48.000,[KPS2012]_MWSC_4475
NGC_6451,17 50 42.000,-30 12 21.600,NGC_6451
ESO_427-32,07 06 20.000,-30 09 36.000,ESO_427-32
C_1749-300,17 52 30.000,-30 06 18.000,C_1749-300
NGC_2489,07 56 15.360,-30 03 36.000,NGC_2489
C_0738-300,07 40 50.160,-30 04 22.800,C_0738-300
Cl_Blanco_1,00 03 24.720,-29 57 28.800,Cl_Blanco_1
NGC_6360,17 25 30.000,-29 58 30.000,NGC_6360
NGC_2627,08 37 14.160,-29 57 07.200,NGC_2627
[KPS2012]_MWSC_4248,16 12 45.000,-29 54 18.000,[KPS2012]_MWSC_4248
NGC_2533,08 07 05.520,-29 52 19.200,NGC_2533
ESO_456-5,17 53 02.000,-29 52 24.000,ESO_456-5
C_0748-297,07 50 28.800,-29 51 10.800,C_0748-297
ESO_430-9,08 02 24.000,-29 46 00.000,ESO_430-9
NGC_2571,08 18 53.520,-29 46 30.000,NGC_2571
[KPS2012]_MWSC_1642,09 15 41.000,-29 40 30.000,[KPS2012]_MWSC_1642
ESO_455-40,17 47 18.000,-29 37 00.000,ESO_455-40
[KPS2012]_MWSC_5071,10 32 44.000,-29 35 06.000,
ESO_456-72,18 12 29.000,-29 34 00.000,ESO_456-72
C_0639-295,06 41 01.000,-29 33 00.000,C_0639-295
C_1749-295,17 52 44.160,-29 32 13.200,C_1749-295
NGC_2587,08 23 26.640,-29 30 10.800,NGC_2587
ESO_428-24,07 22 56.160,-29 30 07.200,ESO_428-24
C_1725-294,17 28 30.240,-29 29 13.200,C_1725-294
ESO_426-33,06 42 05.000,-29 26 42.000,ESO_426-33
[KPS2012]_MWSC_1731,09 56 38.000,-29 26 42.000,[KPS2012]_MWSC_1731
ESO_442-4,12 34 05.000,-29 24 00.000,ESO_442-4
ESO_437-61,10 48 02.000,-29 23 42.000,ESO_437-61
ESO_447-29,14 37 21.000,-29 23 42.000,ESO_447-29
ESO_464-9,20 59 37.000,-29 23 42.000,ESO_464-9
Dutra-Cl_Bica_13,17 55 20.000,-29 23 18.000,
ESO_425-15,06 14 40.000,-29 22 48.000,ESO_425-15
[KPS2012]_MWSC_5668,06 19 32.000,-29 21 54.000,
Terzan-Ju_20,17 33 30.000,-29 19 24.000,
[KPS2012]_MWSC_1392,07 58 00.000,-29 17 00.000,[KPS2012]_MWSC_1392
Cl_Ruprecht_131,17 49 12.000,-29 14 06.000,Cl_Ruprecht_131
[KPS2012]_MWSC_1314,07 42 13.000,-29 13 48.000,[KPS2012]_MWSC_1314
ESO_425-6,06 04 52.000,-29 11 06.000,ESO_425-6
C_0727-291,07 29 18.000,-29 11 00.000,C_0727-291
C_0822-289,08 24 12.000,-29 10 12.000,C_0822-289
ESO_436-2,10 13 57.000,-29 10 06.000,ESO_436-2
C_1730-293,17 33 20.000,-29 09 54.000,C_1730-293
Dutra-Cl_Bica_24,17 55 25.000,-29 02 42.000,
[KPS2012]_MWSC_1448,08 12 02.880,-28 59 09.600,[KPS2012]_MWSC_1448
[KPS2012]_MWSC_5299,15 41 53.000,-29 00 00.000,
[KPS2012]_MWSC_1167,07 18 02.000,-28 59 24.000,[KPS2012]_MWSC_1167
ESO_435-9,09 55 28.000,-28 57 54.000,ESO_435-9
C_0756-287,07 58 47.280,-28 48 18.000,C_0756-287
[KPS2012]_MWSC_1685,09 32 51.000,-28 50 54.000,[KPS2012]_MWSC_1685
Dutra-Cl_Bica_58,17 45 04.000,-28 50 54.000,
C_0724-287,07 26 34.000,-28 48 00.000,C_0724-287
[KPS2012]_MWSC_5122,11 43 55.000,-28 47 54.000,
[KPS2012]_MWSC_0950,06 40 01.000,-28 46 12.000,[KPS2012]_MWSC_0950
Cl_Collinder_351,17 49 02.000,-28 44 42.000,Cl_Collinder_351
Cl_Ruprecht_133,17 52 24.000,-28 39 06.000,Cl_Ruprecht_133
Dutra-Cl_Bica_30,17 56 56.000,-28 37 30.000,
C_0757-284,07 58 49.920,-28 33 28.800,C_0757-284
NGC_5998,15 49 26.000,-28 35 00.000,NGC_5998
[KPR2005]_87,17 02 37.920,-28 25 15.600,[KPR2005]_87
Cl_Ruprecht_168,17 52 50.000,-28 26 24.000,Cl_Ruprecht_168
C_0703-283,07 05 58.000,-28 24 36.000,C_0703-283
C_0742-282,07 44 43.680,-28 23 02.400,C_0742-282
ESO_435-48,10 09 32.000,-28 21 30.000,ESO_435-48
Dutra-Cl_Bica_28,17 53 27.000,-28 19 12.000,
C_0705-281,07 07 10.000,-28 13 18.000,C_0705-281
C_1756-281,17 59 44.000,-28 12 24.000,C_1756-281
ESO_429-2,07 33 25.000,-28 11 24.000,ESO_429-2
[KPR2005]_43,07 53 04.000,-28 10 30.000,[KPR2005]_43
NGC_2527,08 04 59.040,-28 07 19.200,NGC_2527
[KPS2012]_MWSC_1362,07 52 08.640,-28 07 12.000,[KPS2012]_MWSC_1362
[KPS2012]_MWSC_2417,16 29 09.000,-27 57 42.000,[KPS2012]_MWSC_2417
NGC_2483,07 55 41.000,-27 54 18.000,NGC_2483
Teutsch_25,07 48 27.000,-27 54 00.000,Teutsch_25
NGC_6520,18 03 25.440,-27 53 02.400,NGC_6520
C_0810-277,08 12 25.920,-27 54 46.800,C_0810-277
ESO_432-3,08 42 59.000,-27 51 54.000,ESO_432-3
[DBS2003]_12,07 20 13.000,-27 46 18.000,[DBS2003]_12
ESO_429-3,07 35 25.200,-27 42 28.800,ESO_429-3
ESO_494-9,07 59 16.000,-27 35 00.000,ESO_494-9
[KPS2012]_MWSC_5301,15 45 09.000,-27 30 36.000,
C_1803-274,18 06 31.000,-27 26 48.000,C_1803-274
Cl_Czernik_37,17 53 16.800,-27 22 22.800,Cl_Czernik_37
ESO_493-3,07 39 41.000,-27 17 42.000,ESO_493-3
C_0638-272,06 40 06.000,-27 11 20.400,C_0638-272
C_0759-270,08 01 09.120,-27 12 43.200,C_0759-270
NGC_2453,07 47 34.560,-27 11 38.400,NGC_2453
[FSR2007]_0002,17 32 32.000,-27 04 30.000,[FSR2007]_0002
NAME_AH03_J0748-26.9,07 48 38.160,-26 58 26.400,NAME_AH03_J0748-26.9
C_0812-268,08 15 11.000,-26 58 12.000,C_0812-268
C_0751-268,07 53 46.320,-26 59 31.200,C_0751-268
ESO_524-1,18 56 40.000,-26 57 00.000,ESO_524-1
C_0808-268,08 10 43.000,-26 56 24.000,C_0808-268
[KPS2012]_MWSC_5715,19 33 34.000,-26 53 42.000,
[KPS2012]_MWSC_1017,06 54 41.000,-26 47 42.000,[KPS2012]_MWSC_1017
[KPS2012]_MWSC_3031,18 58 44.000,-26 47 36.000,[KPS2012]_MWSC_3031
[KPS2012]_MWSC_2515,17 02 08.000,-26 46 54.000,[KPS2012]_MWSC_2515
C_0801-266,08 03 13.000,-26 46 12.000,C_0801-266
ESO_489-1,06 05 01.000,-26 44 00.000,ESO_489-1
ESO_502-19,11 08 07.000,-26 43 00.000,ESO_502-19
Dutra-Cl_Bica_33,17 45 29.000,-26 41 48.000,
[KPS2012]_MWSC_3037,19 01 24.000,-26 34 12.000,[KPS2012]_MWSC_3037
[KPR2005]_32,07 02 51.360,-26 30 43.200,[KPR2005]_32
C_0735-264,07 37 41.520,-26 30 57.600,C_0735-264
[KPS2012]_MWSC_5292,15 27 13.000,-26 29 12.000,
Cl_Alessi_18,07 37 10.800,-26 23 09.600,Cl_Alessi_18
[KPS2012]_MWSC_1627,09 05 46.000,-26 20 24.000,[KPS2012]_MWSC_1627
[KPS2012]_MWSC_1268,07 34 23.000,-26 19 30.000,[KPS2012]_MWSC_1268
C_0746-261,07 48 23.040,-26 17 13.200,C_0746-261
C_0722-261,07 24 38.400,-26 12 46.800,C_0722-261
[KPS2012]_MWSC_1123,07 08 33.000,-26 09 30.000,[KPS2012]_MWSC_1123
ESO_486-54,05 20 06.000,-26 02 00.000,ESO_486-54
C_0746-257,07 48 40.000,-25 57 12.000,C_0746-257
C_0755-257,07 57 37.680,-25 55 12.000,C_0755-257
[KPS2012]_MWSC_1207,07 23 56.160,-25 52 44.400,[KPS2012]_MWSC_1207
C_0705-257,07 08 01.000,-25 52 48.000,C_0705-257
C_0753-258,07 55 38.640,-25 53 16.800,C_0753-258
NGC_6698,18 47 54.000,-25 52 36.000,NGC_6698
ESO_518-3,16 47 06.000,-25 48 18.000,ESO_518-3
[KPR2005]_95,18 16 03.000,-25 42 18.000,[KPR2005]_95
NGC_2354,07 14 00.720,-25 43 26.400,NGC_2354
[KPS2012]_MWSC_1631,09 09 56.000,-25 28 48.000,[KPS2012]_MWSC_1631
Cl_Haffner_16,07 50 20.640,-25 27 28.800,Cl_Haffner_16
[KPS2012]_MWSC_1531,08 40 51.000,-25 22 30.000,[KPS2012]_MWSC_1531
Cl_Waterloo_3,07 55 04.000,-25 22 18.000,Cl_Waterloo_3
[KPS2012]_MWSC_1205,07 23 56.000,-25 21 30.000,[KPS2012]_MWSC_1205
[KPS2012]_MWSC_1142,07 12 53.000,-25 13 54.000,[KPS2012]_MWSC_1142
Cl_Ruprecht_137,17 59 55.000,-25 12 54.000,Cl_Ruprecht_137
[KPS2012]_MWSC_2540,17 10 34.000,-25 04 30.000,[KPS2012]_MWSC_2540
[KPS2012]_MWSC_4484,19 22 19.000,-25 00 36.000,[KPS2012]_MWSC_4484
NGC_2362,07 18 41.040,-24 57 14.400,NGC_2362
Dutra-Cl_Bica_44,17 46 34.000,-24 53 42.000,
Dutra-Cl_Bica_45,17 47 18.000,-24 53 36.000,
[BDS2003]_106,18 01 35.000,-24 50 06.000,[BDS2003]_106
ESO_520-20,17 43 36.000,-24 43 06.000,ESO_520-20
Cl_Ruprecht_136,17 59 18.000,-24 42 36.000,Cl_Ruprecht_136
Cl_Ruprecht_138,17 59 56.160,-24 39 54.000,Cl_Ruprecht_138
NGC_2448,07 44 08.160,-24 50 13.200,NGC_2448
[KPS2012]_MWSC_1279,07 36 47.000,-24 39 42.000,[KPS2012]_MWSC_1279
[DBS2003]_11,07 24 14.000,-24 38 00.000,[DBS2003]_11
[KPS2012]_MWSC_1176,07 19 58.080,-24 32 06.000,[KPS2012]_MWSC_1176
ESO_521-38,18 09 22.000,-24 31 48.000,ESO_521-38
[KPR2005]_37,07 18 04.000,-24 30 00.000,[KPR2005]_37
[KPS2012]_MWSC_4287,16 42 36.000,-24 27 36.000,[KPS2012]_MWSC_4287
[KPS2012]_MWSC_4511,19 41 38.000,-24 27 18.000,[KPS2012]_MWSC_4511
[KPS2012]_MWSC_5309,16 09 40.000,-24 26 24.000,
C_0739-242,07 41 06.960,-24 22 37.200,C_0739-242
ESO_522-5,18 12 47.000,-24 21 00.000,ESO_522-5
C_0652-245,06 54 34.000,-24 19 30.000,C_0652-245
NGC_2482,07 55 08.880,-24 15 46.800,NGC_2482
[KPS2012]_MWSC_2421,16 31 03.000,-24 16 30.000,[KPS2012]_MWSC_2421
C_0724-242,07 26 26.000,-24 11 24.000,C_0724-242
NGC_2352,07 13 05.000,-24 01 42.000,NGC_2352
Cl_Berkeley_75,06 49 00.480,-23 59 56.400,Cl_Berkeley_75
Cl_Trumpler_7,07 27 23.760,-23 56 56.400,Cl_Trumpler_7
[KPS2012]_MWSC_4355,17 30 36.000,-23 56 06.000,[KPS2012]_MWSC_4355
[KPS2012]_MWSC_1215,07 24 54.000,-23 52 18.000,[KPS2012]_MWSC_1215
NGC_2447,07 44 33.840,-23 51 10.800,NGC_2447
C_0650-235,06 52 29.000,-23 39 30.000,C_0650-235
Dutra-Cl_Bica_60,17 39 20.000,-23 39 30.000,
ESO_525-8,19 27 11.000,-23 35 24.000,ESO_525-8
Cl_Ruprecht_139,18 00 59.000,-23 32 06.000,Cl_Ruprecht_139
[KPS2012]_MWSC_1601,08 56 13.000,-23 26 06.000,[KPS2012]_MWSC_1601
C_0728-232,07 30 39.600,-23 22 58.800,C_0728-232
C_0734-232,07 36 46.080,-23 23 13.200,C_0734-232
NGC_6546,18 07 30.000,-23 19 30.000,NGC_6546
[KPS2012]_MWSC_0860,06 25 05.000,-23 18 36.000,[KPS2012]_MWSC_0860
[KPS2012]_MWSC_1440,08 10 46.000,-23 18 18.000,[KPS2012]_MWSC_1440
[KPS2012]_MWSC_5311,16 11 37.000,-23 12 54.000,
[KPS2012]_MWSC_2751,17 56 26.000,-23 11 30.000,[KPS2012]_MWSC_2751
Cl_Ruprecht_17,07 23 38.000,-23 11 06.000,Cl_Ruprecht_17
[KPR2005]_39,07 33 16.000,-22 57 00.000,[KPR2005]_39
[KPS2012]_MWSC_5717,19 34 42.000,-22 53 18.000,
[FSR2007]_0023,17 57 38.000,-22 51 54.000,[FSR2007]_0023
ESO_561-5,07 59 19.000,-22 41 24.000,ESO_561-5
C_0716-225,07 17 58.320,-22 39 36.000,C_0716-225
M_21,18 04 08.640,-22 30 18.000,M_21
Cl_Ruprecht_39,07 52 19.000,-22 26 48.000,Cl_Ruprecht_39
[DBS2003]_10,07 35 26.000,-22 23 42.000,[DBS2003]_10
[KPS2012]_MWSC_5316,16 15 14.000,-22 22 12.000,
[DBS2003]_13,08 12 14.000,-22 20 42.000,[DBS2003]_13
[KPS2012]_MWSC_1377,07 53 40.000,-22 19 24.000,[KPS2012]_MWSC_1377
NGC_6469,17 53 06.480,-22 18 00.000,NGC_6469
[KPR2005]_93,18 08 10.000,-22 16 48.000,[KPR2005]_93
NGC_6583,18 15 50.880,-22 08 34.800,NGC_6583
NGC_6573,18 13 39.000,-22 07 48.000,NGC_6573
Teutsch_14a,18 03 29.520,-22 07 12.000,Teutsch_14a
[KPS2012]_MWSC_1359,07 51 09.000,-22 06 36.000,[KPS2012]_MWSC_1359
Cl_Bica_4,07 19 07.000,-22 01 12.000,
C_0743-218,07 45 46.800,-21 54 54.000,C_0743-218
C_0659-218,07 02 07.000,-21 55 00.000,C_0659-218
ESO_589-26,18 02 14.400,-21 55 19.200,ESO_589-26
NGC_2367,07 20 07.440,-21 52 01.200,NGC_2367
[KPS2012]_MWSC_1233,07 28 03.000,-21 47 24.000,[KPS2012]_MWSC_1233
[BDS2003]_111,18 02 05.000,-21 46 30.000,[BDS2003]_111
[BDS2003]_3,18 06 20.000,-21 37 12.000,[BDS2003]_3
NGC_6568,18 12 46.080,-21 36 43.200,NGC_6568
C_0723-214,07 25 55.200,-21 50 38.400,C_0723-214
[KPS2012]_MWSC_1462,08 15 58.000,-21 26 06.000,[KPS2012]_MWSC_1462
[KPS2012]_MWSC_5279,15 11 37.000,-21 25 42.000,
Cl_VDB_113,18 08 42.000,-21 24 18.000,Cl_VDB_113
[FSR2007]_0031,18 06 29.000,-21 22 48.000,[FSR2007]_0031
ESO_570-12,11 12 11.000,-21 20 24.000,ESO_570-12
NGC_2455,07 49 08.160,-21 17 52.800,NGC_2455
[KPS2012]_MWSC_1219,07 26 06.000,-21 12 18.000,[KPS2012]_MWSC_1219
[KPR2005]_36,07 14 30.000,-21 07 24.000,[KPR2005]_36
ESO_592-4,18 52 28.000,-21 05 06.000,ESO_592-4
NGC_2384,07 25 08.000,-21 01 12.000,NGC_2384
NGC_2383,07 24 41.760,-20 56 56.400,NGC_2383
[KPS2012]_MWSC_4289,16 46 05.000,-20 56 24.000,[KPS2012]_MWSC_4289
C_0701-207,07 03 05.520,-20 49 12.000,C_0701-207
ESO_559-13,07 28 42.240,-20 48 25.200,ESO_559-13
C_0705-207,07 07 22.000,-20 47 42.000,C_0705-207
M_41,06 45 59.760,-20 42 57.600,M_41
NGC_2421,07 36 12.240,-20 37 37.200,NGC_2421
C_0658-204,07 00 30.240,-20 34 08.400,C_0658-204
ESO_560-3,07 36 57.120,-20 30 54.000,ESO_560-3
C_0731-203,07 33 28.000,-20 30 36.000,C_0731-203
[KPS2012]_MWSC_2349,16 05 37.000,-20 29 06.000,[KPS2012]_MWSC_2349
C_0743-202,07 45 54.720,-20 23 09.600,C_0743-202
Ass_Sgr_OB_7,18 14 53.000,-20 19 12.000,Ass_Sgr_OB_7
IRAS_07255-2012,07 27 39.000,-20 18 24.000,IRAS_07255-2012
[KPS2012]_MWSC_1187,07 21 16.000,-20 13 12.000,[KPS2012]_MWSC_1187
C_1850-204,18 52 22.080,-20 13 44.400,C_1850-204
C_0748-200,07 50 29.000,-20 11 06.000,C_0748-200
[KPS2012]_MWSC_2797,18 04 17.000,-20 10 42.000,[KPS2012]_MWSC_2797
[KPS2012]_MWSC_0716,06 04 10.000,-20 09 30.000,[KPS2012]_MWSC_0716
[KPS2012]_MWSC_4267,16 29 26.000,-20 08 24.000,[KPS2012]_MWSC_4267
C_0704-200,07 06 30.240,-20 07 30.000,C_0704-200
[BDS2003]_113,18 09 02.000,-20 04 48.000,[BDS2003]_113
[KPS2012]_MWSC_2809,18 07 03.000,-19 54 36.000,[KPS2012]_MWSC_2809
NGC_6716,18 54 27.840,-19 53 16.800,NGC_6716
[KPS2012]_MWSC_1267,07 33 45.000,-19 48 42.000,[KPS2012]_MWSC_1267
Teutsch_61,07 34 38.640,-19 47 34.800,Teutsch_61
[KPS2012]_MWSC_1276,07 35 44.000,-19 46 42.000,[KPS2012]_MWSC_1276
NAME_Cl_Auner_1,07 04 14.400,-19 44 52.800,NAME_Cl_Auner_1
Cl_Trumpler_33,18 24 38.160,-19 42 39.600,Cl_Trumpler_33
C_0830-194,08 32 37.000,-19 41 00.000,C_0830-194
[KPS2012]_MWSC_1235,07 28 21.120,-19 40 44.400,[KPS2012]_MWSC_1235
NAME_Dias_5,18 17 32.400,-19 42 25.200,NAME_Dias_5
[KPS2012]_MWSC_1183,07 20 51.000,-19 37 54.000,[KPS2012]_MWSC_1183
C_0717-195,07 19 32.000,-19 37 48.000,C_0717-195
C_0721-193,07 23 11.520,-19 28 48.000,C_0721-193
C_0759-193,08 02 11.000,-19 27 54.000,C_0759-193
[KPS2012]_MWSC_5231,14 08 31.000,-19 27 54.000,
ESO_587-4,17 04 21.000,-19 27 00.000,ESO_587-4
[KPS2012]_MWSC_4312,17 06 31.000,-19 26 42.000,[KPS2012]_MWSC_4312
[DBS2003]_9,07 31 46.000,-19 22 30.000,[DBS2003]_9
Cl_Alessi_40,18 37 03.120,-19 08 20.400,Cl_Alessi_40
[KPS2012]_MWSC_4265,16 29 04.000,-19 09 18.000,[KPS2012]_MWSC_4265
C_0827-189,08 29 49.000,-19 07 12.000,C_0827-189
Cl_Turner_3,18 17 34.320,-18 52 30.000,Cl_Turner_3
IC_4725,18 31 44.880,-19 06 50.400,IC_4725
[DBS2003]_6,07 29 58.320,-19 06 07.200,[DBS2003]_6
NGC_2432,07 40 53.520,-19 04 40.800,NGC_2432
Cl_Turner_2,18 16 55.000,-19 03 54.000,Cl_Turner_2
NGC_2509,08 00 48.240,-19 03 21.600,NGC_2509
Mrk_38,18 15 16.560,-18 59 49.200,Mrk_38
M_23,17 56 56.880,-18 59 13.200,M_23
[DBS2003]_7,07 35 25.200,-18 40 37.200,[DBS2003]_7
[KPR2005]_99,18 48 40.800,-18 29 16.800,[KPR2005]_99
[KPS2012]_MWSC_1195,07 22 38.160,-18 42 10.800,[KPS2012]_MWSC_1195
NGC_2204,06 15 31.680,-18 40 12.000,NGC_2204
C_0653-186,06 55 14.000,-18 36 00.000,C_0653-186
NGC_6737,19 02 20.000,-18 32 00.000,NGC_6737
[DBS2003]_3,07 10 18.960,-18 26 02.400,[DBS2003]_3
[KPS2012]_MWSC_1221,07 26 19.920,-18 25 58.800,[KPS2012]_MWSC_1221
NGC_6554,18 08 55.000,-18 26 36.000,NGC_6554
NGC_6603,18 18 27.840,-18 24 32.400,NGC_6603
Cl_Haffner_24,07 28 57.000,-18 18 54.000,Cl_Haffner_24
[KPS2012]_MWSC_4225,15 48 18.000,-18 18 18.000,[KPS2012]_MWSC_4225
Cl_Collinder_469,18 16 34.320,-18 18 32.400,Cl_Collinder_469
Cl_Ruprecht_145,18 50 32.640,-18 16 12.000,Cl_Ruprecht_145
[KPS2012]_MWSC_5720,19 41 42.000,-18 06 18.000,
[KPS2012]_MWSC_5737,20 11 01.000,-17 56 24.000,
[KPS2012]_MWSC_2621,17 32 06.000,-17 53 00.000,[KPS2012]_MWSC_2621
[BDS2003]_114,18 14 39.000,-17 52 54.000,[BDS2003]_114
[KPS2012]_MWSC_5117,11 40 19.000,-17 50 06.000,
[KPS2012]_MWSC_4622,21 26 02.000,-17 45 00.000,[KPS2012]_MWSC_4622
[KPS2012]_MWSC_2832,18 10 24.000,-17 44 30.000,[KPS2012]_MWSC_2832
NGC_2479,07 55 08.000,-17 43 48.000,NGC_2479
Teutsch_49,07 18 23.040,-17 35 06.000,Teutsch_49
[KPS2012]_MWSC_1479,08 22 55.000,-17 32 42.000,[KPS2012]_MWSC_1479
[BDS2003]_115,18 14 05.000,-17 28 12.000,[BDS2003]_115
[KPS2012]_MWSC_4194,15 07 53.000,-17 25 30.000,[KPS2012]_MWSC_4194
NGC_6507,17 59 48.000,-17 25 06.000,NGC_6507
NGC_6647,18 31 28.000,-17 20 24.000,NGC_6647
[KPS2012]_MWSC_2850,18 14 19.000,-17 19 30.000,[KPS2012]_MWSC_2850
[KPS2012]_MWSC_5318,16 20 42.000,-17 14 06.000,
C_0747-171,07 49 48.480,-17 14 56.400,C_0747-171
NGC_2409,07 31 30.480,-17 13 44.400,NGC_2409
[KPS2012]_MWSC_0953,06 40 43.000,-17 09 36.000,[KPS2012]_MWSC_0953
[KPS2012]_MWSC_5326,16 32 47.000,-17 08 36.000,
C_0722-169,07 24 42.000,-17 00 03.600,C_0722-169
C_0707-168,07 09 33.360,-16 51 57.600,C_0707-168
Cl_Bochum_5,07 31 05.000,-16 54 54.000,Cl_Bochum_5
NGC_6645,18 32 37.920,-16 55 04.800,NGC_6645
[BDS2003]_116,18 14 38.000,-16 45 24.000,[BDS2003]_116
NGC_6561,18 10 38.160,-16 44 24.000,NGC_6561
NGC_6596,18 17 31.000,-16 39 00.000,NGC_6596
[KPS2012]_MWSC_2907,18 23 55.000,-16 38 24.000,[KPS2012]_MWSC_2907
NGC_2428,07 39 19.440,-16 33 00.000,NGC_2428
Cl_Berkeley_25,06 41 16.080,-16 29 13.200,Cl_Berkeley_25
NGC_2430,07 39 40.000,-16 22 48.000,NGC_2430
Cl_Ruprecht_45,07 59 34.560,-16 17 31.200,Cl_Ruprecht_45
Cl_Ruprecht_151,07 41 15.600,-16 16 44.400,Cl_Ruprecht_151
NGC_6774,19 16 20.880,-16 19 58.800,NGC_6774
[KPS2012]_MWSC_5731,20 02 50.000,-16 13 12.000,
[FSR2007]_0010,16 40 52.000,-16 01 48.000,[FSR2007]_0010
C_1829-160,18 32 02.880,-16 03 43.200,C_1829-160
Ass_Sgr_OB_6,18 11 32.000,-16 00 00.000,Ass_Sgr_OB_6
[KPS2012]_MWSC_2489,16 55 44.000,-15 59 42.000,[KPS2012]_MWSC_2489
[KPS2012]_MWSC_1109,07 07 22.000,-15 58 48.000,[KPS2012]_MWSC_1109
[KPS2012]_MWSC_5312,16 11 35.000,-15 57 36.000,
[KPS2012]_MWSC_1269,07 34 31.000,-15 56 06.000,[KPS2012]_MWSC_1269
[KPS2012]_MWSC_1163,07 17 11.000,-15 47 42.000,[KPS2012]_MWSC_1163
[KPS2012]_MWSC_2942,18 32 05.000,-15 41 12.000,[KPS2012]_MWSC_2942
Cl_Ruprecht_26,07 37 05.040,-15 35 13.200,Cl_Ruprecht_26
NGC_2360,07 17 46.320,-15 37 51.600,NGC_2360
[KPS2012]_MWSC_2609,17 29 46.000,-15 38 06.000,[KPS2012]_MWSC_2609
NGC_2414,07 33 10.320,-15 26 56.400,NGC_2414
[KPS2012]_MWSC_1252,07 31 11.000,-15 25 42.000,[KPS2012]_MWSC_1252
C_0726-153,07 28 24.000,-15 23 06.000,C_0726-153
[KPS2012]_MWSC_1122,07 08 28.000,-15 21 54.000,[KPS2012]_MWSC_1122
C_0726-152,07 28 37.440,-15 21 50.400,C_0726-152
[DBS2003]_1,07 30 39.000,-15 18 12.000,[DBS2003]_1
[KPS2012]_MWSC_4572,20 30 59.000,-15 10 30.000,[KPS2012]_MWSC_4572
[FSR2007]_0070,19 29 59.000,-15 10 12.000,[FSR2007]_0070
[KPS2012]_MWSC_5319,16 21 00.000,-15 08 36.000,
Cl_Waterloo_7,07 26 07.680,-15 05 24.000,Cl_Waterloo_7
Cl_Alessi_17,07 35 24.720,-15 05 52.800,Cl_Alessi_17
[KPS2012]_MWSC_4330,17 17 02.000,-15 04 48.000,[KPS2012]_MWSC_4330
[KPS2012]_MWSC_2931,18 30 25.000,-15 02 42.000,[KPS2012]_MWSC_2931
C_0703-149,07 06 02.880,-15 00 07.200,C_0703-149
[KPS2012]_MWSC_0920,06 35 29.000,-14 59 24.000,[KPS2012]_MWSC_0920
[KPR2005]_94,18 15 36.000,-14 58 30.000,[KPR2005]_94
NGC_6605,18 18 25.000,-14 57 54.000,NGC_6605
NGC_2425,07 38 18.480,-14 53 06.000,NGC_2425
NGC_2437,07 41 46.800,-14 50 38.400,NGC_2437
[KPS2012]_MWSC_1599,08 53 21.000,-14 47 06.000,[KPS2012]_MWSC_1599
[KPS2012]_MWSC_1349,07 48 40.000,-14 42 00.000,[KPS2012]_MWSC_1349
[KPS2012]_MWSC_2685,17 45 56.000,-14 39 36.000,[KPS2012]_MWSC_2685
Cl_Dolidze_28,18 25 29.000,-14 39 00.000,Cl_Dolidze_28
Cl_Kharchenko_2,18 22 21.000,-14 35 06.000,Cl_Kharchenko_2
NGC_2422,07 36 35.280,-14 29 20.400,NGC_2422
Kronberger_2,18 21 19.000,-14 17 00.000,Kronberger_2
Ass_Sct_OB_3,18 24 47.000,-14 12 00.000,Ass_Sct_OB_3
C_0634-141,06 36 20.160,-14 09 25.200,C_0634-141
[KPS2012]_MWSC_1115,07 07 45.840,-14 08 42.000,[KPS2012]_MWSC_1115
